from_email,to_email,cc_email,date,ts,subject,body_html,category
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@summitcapital.com,2026-03-03,2026-03-03T11:22:00,Fwd: Team onboarding - Summit Capital,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Summit Capital - Main</b> (Summit) effective <b>2026-03-03</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Saunak</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Main</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Ajitem Sahasrabuddhe</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Main</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@summitcapital.com&gt;<br>Subject: Resource confirmation - Summit Capital</p><p>Please confirm the above for Summit Capital.</p><p>Regards,<br>Client Manager</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@quotera.com,2026-03-03,2026-03-03T17:46:00,Fwd: Team onboarding - Quotera,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Quotera</b> (Quotera) effective <b>2026-03-03</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Saunak Adhikari</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Mayank</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Chaitrali</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Rahul Verma</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@quotera.com&gt;<br>Subject: Resource confirmation - Quotera</p><p>Please confirm the above for Quotera.</p><p>Regards,<br>Client Manager</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@quotera.com,2026-03-03,2026-03-03T15:49:00,Fwd: Team onboarding - Quotera,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Quotera</b> (Quotera) effective <b>2026-03-03</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Pranay</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Mahesh Lal</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Navsheel Biral</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Allay</td><td style=""padding:4px 12px;border:1px solid #ddd"">Quotera</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@quotera.com&gt;<br>Subject: Resource confirmation - Quotera</p><p>Please confirm the above for Quotera.</p><p>Regards,<br>Client Manager</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@summitcapital.com,2026-03-04,2026-03-04T13:39:00,Fwd: Team onboarding - Summit Capital - Sprout Stream,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Summit Capital - Sprout Stream</b> (Summit) effective <b>2026-03-04</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Aneesh</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Sprout Stream</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Mayur Barge</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Sprout Stream</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@summitcapital.com&gt;<br>Subject: Resource confirmation - Summit Capital - Sprout Stream</p><p>Please confirm the above for Summit Capital - Sprout Stream.</p><p>Regards,<br>Client Manager</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@summitcapital.com,2026-03-02,2026-03-02T12:07:00,Fwd: Team onboarding - Summit Capital - Migration Admin Apps,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Summit Capital - Migration Admin Apps</b> (Summit) effective <b>2026-03-02</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Shubham Shukla</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Migration Admin Apps</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-02</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Priya</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Migration Admin Apps</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-02</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@summitcapital.com&gt;<br>Subject: Resource confirmation - Summit Capital - Migration Admin Apps</p><p>Please confirm the above for Summit Capital - Migration Admin Apps.</p><p>Regards,<br>Client Manager</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@summitcapital.com,2026-03-02,2026-03-02T08:06:00,Fwd: Team onboarding - Summit Capital,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Summit Capital - Migration Admin Apps</b> (Summit) effective <b>2026-03-02</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Prachi</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Migration Admin Apps</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-02</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Imran</td><td style=""padding:4px 12px;border:1px solid #ddd"">Summit Capital - Migration Admin Apps</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-02</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@summitcapital.com&gt;<br>Subject: Resource confirmation - Summit Capital</p><p>Please confirm the above for Summit Capital.</p><p>Regards,<br>Client Manager</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@theledger.com,2026-03-04,2026-03-04T16:19:00,Fwd: Team onboarding - Ledger - Ads,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Ledger - Ads</b> (Ledger) effective <b>2026-03-04</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Rahul</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - Ads</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Sagar Sahasrabuddhe</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - Ads</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Mahesh Lal</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - Ads</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@theledger.com&gt;<br>Subject: Resource confirmation - Ledger - Ads</p><p>Please confirm the above for Ledger - Ads.</p><p>Regards,<br>Client Manager</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@theledger.com,2026-03-04,2026-03-04T15:12:00,Fwd: Team onboarding - Ledger - Ads,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Ledger - Ads</b> (Ledger) effective <b>2026-03-04</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Sagar Yadav</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - Ads</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Ashutosh Salodkar</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - Ads</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@theledger.com&gt;<br>Subject: Resource confirmation - Ledger - Ads</p><p>Please confirm the above for Ledger - Ads.</p><p>Regards,<br>Client Manager</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@theledger.com,2026-03-03,2026-03-03T08:16:00,Fwd: Team onboarding - Ledger,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Ledger - In Life</b> (Ledger) effective <b>2026-03-03</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Mahesh</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - In Life</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Santosh Mudavat</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - In Life</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@theledger.com&gt;<br>Subject: Resource confirmation - Ledger</p><p>Please confirm the above for Ledger.</p><p>Regards,<br>Client Manager</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@theledger.com,2026-03-03,2026-03-03T14:02:00,Fwd: Rekha joining Ledger - In Life,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resource is being onboarded to <b>Ledger - In Life</b> (Ledger) effective <b>2026-03-03</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Rekha</td><td style=""padding:4px 12px;border:1px solid #ddd"">Ledger - In Life</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@theledger.com&gt;<br>Subject: Resource confirmation - Ledger - In Life</p><p>Please confirm the above for Ledger - In Life.</p><p>Regards,<br>Client Manager</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T14:48:00,Fwd: Team onboarding - Team Beach,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Team Beach</b> (Brightwave Labs) effective <b>2026-03-03</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Atharva Farkade</td><td style=""padding:4px 12px;border:1px solid #ddd"">Team Beach</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Sakshi</td><td style=""padding:4px 12px;border:1px solid #ddd"">Team Beach</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Satyam</td><td style=""padding:4px 12px;border:1px solid #ddd"">Team Beach</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Saroj</td><td style=""padding:4px 12px;border:1px solid #ddd"">Team Beach</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Animesh</td><td style=""padding:4px 12px;border:1px solid #ddd"">Team Beach</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-03</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Atirek &lt;atirek@brightwavelabs.com&gt;<br>Subject: Resource confirmation - Team Beach</p><p>Please confirm the above for Team Beach.</p><p>Regards,<br>Atirek</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@bettercroft.com,2026-03-04,2026-03-04T17:39:00,Fwd: Team onboarding - Bettercroft - Java Upgrade,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Bettercroft - Java Upgrade</b> (Bettercroft) effective <b>2026-03-04</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Amit Kumar</td><td style=""padding:4px 12px;border:1px solid #ddd"">Bettercroft - Java Upgrade</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Prathamesh</td><td style=""padding:4px 12px;border:1px solid #ddd"">Bettercroft - Java Upgrade</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Kiran &lt;clientmanager@bettercroft.com&gt;<br>Subject: Resource confirmation - Bettercroft - Java Upgrade</p><p>Please confirm the above for Bettercroft - Java Upgrade.</p><p>Regards,<br>Kiran</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@bettercroft.com,2026-03-04,2026-03-04T11:40:00,Fwd: Onkar Date joining Bettercroft - Java Upgrade,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resource is being onboarded to <b>Bettercroft - Java Upgrade</b> (Bettercroft) effective <b>2026-03-04</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Onkar Date</td><td style=""padding:4px 12px;border:1px solid #ddd"">Bettercroft - Java Upgrade</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Kiran &lt;clientmanager@bettercroft.com&gt;<br>Subject: Resource confirmation - Bettercroft - Java Upgrade</p><p>Please confirm the above for Bettercroft - Java Upgrade.</p><p>Regards,<br>Kiran</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@kredora.com,2026-03-02,2026-03-02T16:29:00,Fwd: Team onboarding - Kredora,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Kredora</b> (Kredora) effective <b>2026-03-02</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Gaurav Shewale</td><td style=""padding:4px 12px;border:1px solid #ddd"">Kredora</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-02</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Manish</td><td style=""padding:4px 12px;border:1px solid #ddd"">Kredora</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-02</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@kredora.com&gt;<br>Subject: Resource confirmation - Kredora</p><p>Please confirm the above for Kredora.</p><p>Regards,<br>Client Manager</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@kredora.com,2026-03-02,2026-03-02T12:01:00,Fwd: Riyaz joining Kredora,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resource is being onboarded to <b>Kredora</b> (Kredora) effective <b>2026-03-02</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Riyaz</td><td style=""padding:4px 12px;border:1px solid #ddd"">Kredora</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-02</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@kredora.com&gt;<br>Subject: Resource confirmation - Kredora</p><p>Please confirm the above for Kredora.</p><p>Regards,<br>Client Manager</p></div>",assignment
anand@brightwavelabs.com,people@brightwavelabs.com,clientmanager@parcelly.com,2026-03-04,2026-03-04T14:14:00,Fwd: Rishabh joining Parcelly - Shipping Squad,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resource is being onboarded to <b>Parcelly - Shipping Squad</b> (Parcelly) effective <b>2026-03-04</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Rishabh</td><td style=""padding:4px 12px;border:1px solid #ddd"">Parcelly - Shipping Squad</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@parcelly.com&gt;<br>Subject: Resource confirmation - Parcelly - Shipping Squad</p><p>Please confirm the above for Parcelly - Shipping Squad.</p><p>Regards,<br>Client Manager</p></div>",assignment
atirek@brightwavelabs.com,people@brightwavelabs.com,clientmanager@parcelly.com,2026-03-04,2026-03-04T12:47:00,Fwd: Team onboarding - Parcelly,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi People Team,</p><p>Please note the following resources are being onboarded to <b>Parcelly - Rate Card</b> (Parcelly) effective <b>2026-03-04</b>.</p><table style=""border-collapse:collapse;margin:10px 0""><tr style=""background:#f5f5f5""><th style=""padding:4px 12px;border:1px solid #ddd"">Name</th><th style=""padding:4px 12px;border:1px solid #ddd"">Project</th><th style=""padding:4px 12px;border:1px solid #ddd"">Start Date</th></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Gaurav</td><td style=""padding:4px 12px;border:1px solid #ddd"">Parcelly - Rate Card</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr><tr><td style=""padding:4px 12px;border:1px solid #ddd"">Nayab</td><td style=""padding:4px 12px;border:1px solid #ddd"">Parcelly - Rate Card</td><td style=""padding:4px 12px;border:1px solid #ddd"">2026-03-04</td></tr></table><hr style=""border:none;border-top:1px solid #ccc""><p style=""color:#666;font-size:12px"">---------- Forwarded message ----------<br>From: Client Manager &lt;clientmanager@parcelly.com&gt;<br>Subject: Resource confirmation - Parcelly</p><p>Please confirm the above for Parcelly.</p><p>Regards,<br>Client Manager</p></div>",assignment
clientmanager@bettercroft.com,people@brightwavelabs.com,onkar.date@brightwavelabs.com,2026-03-21,2026-03-21T08:21:00,Approval: Extra time for Onkar.Date on Bettercroft - Java Upgrade - 2026-03-21,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>This is to confirm that <b>Onkar.Date</b> is approved to work extra hours on <b>Bettercroft - Java Upgrade</b> this weekend (2026-03-21).</p><p>Please ensure the hours are tracked and billed accordingly.</p><p>Thanks,<br>Kiran<br><span style=""color:#888;font-size:12px"">Client Manager, Bettercroft</span></p></div>",extra_time
clientmanager@summitcapital.com,people@brightwavelabs.com,saunak.adhikari@brightwavelabs.com,2026-03-28,2026-03-28T09:32:00,Approval: Extra time for Saunak.Adhikari on Summit Capital - Main - 2026-03-28,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi,</p><p>This is to confirm that <b>Saunak.Adhikari</b> is approved to work extra hours on <b>Summit Capital - Main</b> this weekend (2026-03-28).</p><p>Please ensure the hours are tracked and billed accordingly.</p><p>Thanks,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Client Manager, Summit</span></p></div>",extra_time
atirek@brightwavelabs.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T10:57:00,Holiday Notice: Holi (2026-03-03) - Brightwave Labs,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Atirek<br><span style=""color:#888;font-size:12px"">Brightwave Labs</span></p></div>",client_holiday
clientmanager@nimbus.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T13:02:00,Holiday Notice: Holi (2026-03-03) - Nimbus,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Nimbus</span></p></div>",client_holiday
clientmanager@wellnest.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T14:42:00,Holiday Notice: Holi (2026-03-03) - Wellnest,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Wellnest</span></p></div>",client_holiday
clientmanager@mobiscape.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T10:06:00,Holiday Notice: Holi (2026-03-03) - Mobiscape,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>No billing for this day.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Mobiscape</span></p></div>",client_holiday
clientmanager@summitcapital.com,people@brightwavelabs.com,atirek@brightwavelabs.com,2026-03-03,2026-03-03T17:41:00,Holiday Notice: Holi (2026-03-03) - Summit,"<div style=""font-family:Arial,sans-serif;font-size:14px""><p>Hi Team,</p><p>Please note that <b>2026-03-03</b> is a public holiday (<b>Holi</b>).</p><p>Our offices will be closed. <b>Brightwave Labs team may continue working and bill as usual.</b></p><p>Regards,<br>Client Manager<br><span style=""color:#888;font-size:12px"">Summit</span></p></div>",client_holiday
